,speaker,line
27682,Pam,"Oh, cause it was upside down. "
27683,Pam,"Yeah, the um, the city commissioned me to do the-"
27684,Andy,Kinda painful to chat with you Pete. Ever since the old one-two punch to my scrotum pole. Translation: pen1s. Translation? My manhood.
27685,Andy,"Great advice. Thank you, you can leave now."
27686,Erin,"Listen to him, Andy. He's trying to tell you something that you really need to hear."
27687,Andy,Awesome perspective. Thanks for butting in.
27688,Erin,See? We can all be friends!
27689,Erin,"Just, get over it. It doesn't have to be awkward."
27690,Andy,"Yeah, so life gives you lemons and you've just gotta eat them, rinds and all. And if you don't want to eat them? Your ex-girlfriend will shove them down your throat with the help of her hunky new boyfriend. So that's fun."
27691,Pam,I am not pr-
27692,Pam,I'm sorry I thought this job was for the position of office manager.
27693,Pam,"So, kinda like a receptionist."
27694,Pam,"I spent 10 years as a receptionist, to Michael Scott. And I have kids now. And I just, I can't."
27695,Angela,Oh hush. Loose braids reflect a loose character. Now stay still.
27696,Angela,"I think your hair is much too long for your age, by the way."
27697,Darryl,Don't use his real name. George Howard Scubb. It's a devil name.
27698,Jim,"Hey, how'd the interview go?"
27699,Pam,"Oh my gosh, wait until you. This guy was unbelievable. Ok so-"
27700,Jim,"I can't wait to hear about it later. Do you want to come in at eight? And uh, don't eat because I'm ordering in."
27701,Jim,"I'll make it worth your while, I promise."
27702,Pam,"Sure. I mean, it's Philly. I can kill four hours. So uh, yeah. I'll see you at eight."
27703,Erin,Yes. The consultant. Andy said you can start right away so I will take you to your desk.
27704,Erin,"Just keep walking, don't give her anything. She'll take it and run. I'm Erin by the way."
27705,Erin,"Oh, thanks. Your shoes match. I'm bad at small talk."
27706,Erin,"What, do you two know each other?"
27707,Erin,Andy also hired a management consultant today. Oh no. 
27708,Kevin,Didn't you two used to do it?
27709,Andy,"Hi, how's it going?"
27710,Andy,Wow this sure is intense. Having to share a workspace with someone you used to get it on with?
27711,Andy,"It's alright Pete, you can handle it. I mean we all just gotta ""move on"". Ain't that right professor lecture much? Uh, question. How's that medicine taste? Your own flavored? Is it just me or have these tables turned? Hmm. Hmm. "
27712,Erin,So Andy just called you up out of the blue?
27713,Dwight,And you look like one too. Thank you Angela.
27714,Angela,You're welcome. Would you like some stew?
27715,Dwight,By all means. And I will carve the roast skunk. Angela?
27716,Dwight,Would you like the stink sack?
27717,Angela,Is it any good?
27718,Dwight,"No, you don't eat it. It's a toy, like a wish bone. You know, prettiest girl gets the stink sack."
27719,Angela,"Oh, um actually uh, we are just friends."
27720,Pam,"Oh, wow. Seriously? Oh my gosh, is that champagne?"
27721,Pam,"Oh, Jim I should have told you I didn't get the job."
27722,Jim,Oh man. I'm so sorry. Are you alright?
27723,Pam,"Oh, yeah. I'm more than alright. There's just nothing to celebrate."
27724,Jim,Are you kidding? We're in Philly. We're having dinner together. And this is just consolation champagne. It's from the part of France that immediately gave up to the Nazis. Here.
27725,Pam, You're very quick on your feet. I remember you. Funny.
27726,Jim,"Alright. So, tell me all about it."
27727,Dwight,"Ok. Well, gosh. Thank you for your help today. Your perspective was very useful. Thank you."
27728,Angela,"It was not an unpleasant way to spend an afternoon.  Dwight, Dwight."
27729,Dwight,"Right. Not outside. The horseflies. You know what? My farm is only a few acres East of here. Or, we could use the slaughterhouse."
27730,Angela,"No, Dwight. The Senator."
27731,Dwight,"Leave him. He probably won't even notice that you're gone. Be with me, Monkey."
27732,Angela,"I can't be your monkey, Dwight."
27733,Dwight,I'm not talking about some frisky romp in the warehouse. We have wasted too much of our lives ignoring the fact that we belong together. The eighty or ninety years that I have left in this life...I want to spend with you.
27734,Angela,I made a vow. I gave my word.
27735,Dwight,Stand by your man. It's what I would want if you were mine.
27736,Erin,How are you doing? Is it really rough?
27737,Andy,"Hey, love turds. Conference room, now."
27738,Andy,Thank you all for coming in. Just wanted to check in. How is everyone's day?
27739,Andy,"Really? Hmm. That's interesting. Because Erin and Pete thought it wouldn't be weird at all. Why do you think it was weird, Gabe? Maybe because you and Erin used to be an item?"
27740,Andy,"And Alice, uh, I understand you once dumped Pete, ouch."
27741,Erin,"Hey, Andy, is this at all work related?"
27742,Andy,"We'll get to that. Gabe, did Erin ever tell you that she loves you?"
27743,Erin,"Gabe, can you stop talking? Cause every word out of your mouth is like the squawk of an ugly pelican."
27744,Erin,I didn't ask you to get that Nike Swoosh. Nobody did! You did that for you!
27745,Erin,"Well, guess what? He could still be a gym teacher. In fact, we could all still be gym teachers, so, let's-"
27746,Erin,He didn't even say that.
27747,Erin,What is that supposed to mean?
27748,Erin,I don't want you to shave everything.
27749,Andy,"Alright, yes. That is a legitimate question. Does making Erin and Pete feel bad make me feel better?  Yeah. Yeah, it does."
27750,Pam,"So, imagine like the real estate version of Michael Scott and that was this guy. He did half the interview as Ace Ventura."
27751,Jim,Tell me about the cologne. How much?
27752,Pam,"Oh, uh, entire bottle. At least."
27753,Jim,You're definitely hoarding this by the way.
27754,Pam,Guess what poster he had on his wall?
27755,Pam,MmMm. You're getting colder.
27756,Jim,Not Night at the Roxbury.
27757,Pam, No. The Odd Life of Timothy Green.
27758,Jim,"I'm sorry, how did you think I was expected to guess that?"
27759,Pam,"I don't know, but it's interesting right?"
27760,Pam,He said he can't help but tear up when he looks at it. It's like right next to his desk. He must look at it twenty times a day.
27761,Jim,"That's amazing. Well, listen. You can't win 'em all, right?"
27762,Jim,"So, next interview has to be better."
27763,Jim,What do you mean? Of course it will. You're amazing.
27764,Pam,"I know. It's just even if it was, a great boss and a great job, I just, I don't know, I don't know if I want, um, I don't know if I want this."
27765,Jim, Huh. This is a little out of left field.
27766,Pam,"Is it? I just, I liked our life in Scranton."
27767,Jim,And I have started a business in Philadelphia. 
27768,Oscar,"You could all be doing this, just saying."
27769,Oscar,"I watch way too many ads online and I don't do enough situps. So I bought these. Now, every time an ad pops up online, I get 30 seconds of ab blasting. I call it Ads for Abs. Ironically, I learned about the boots from an ad online."
27770,Oscar,"I'll tell you why. Because...the floor...is...disgusting. Yeah, my trainer said everybody fails working out, that's how you win. Alright  Ok. Kevin? A little help buddy?"
27771,Kevin,"Oh, why don't your famous stomachs help you now?"
27772,Oscar,Can someone please help me?
27773,Oscar,"Just- People! I'm not going anywhere. Soon, my core will get strong again and when that happens I'll be able to- Head rush! Ah! Can someone please help me?  I- Hey! I'm not going anywhere! I'll be right here! Oh that's not good.  Hey guys! I've got twenty bucks for anyone who will help me. Kevin, would you like a pizza?"
27774,Erin,"Dwight. What a ridiculous, fancy clown you are."
27775,Dwight,I am dressed according to the Schrute codes of mourning. My aunt Shirley has died.
27776,Pam,"Oh, Dwight. I'm so sorry. Were you guys close?"
27777,Dwight,"I would say that she raised me, but let's not kid each other. I raised myself. She was, however, the closest thing I had to a mother."
27778,Dwight,My actual mother was very cold and distant. I'd say she was the closest thing I had to an aunt.
27779,Jim,"OK. Now, what do we got in these two pails?"
27780,Dwight,"In keeping with Schrute custom, I will either invite you to Saturday's funeral by sprinkling red, fertile dirt in your face. Or, I will ask you to keep a respectful distance during my time of grief, with a dusting of black, slightly acidic soil."
27781,Erin, What color is it?
27782,Kevin," Yep. Acidic, all right."
27783,Oscar,"I'm so sorry, Dwight. And if you want me to be there, of course I will go. I just... have a personal training session..."
27784,Oscar,I get red dirt. Nobody is getting red dirt. I should've kept my mouth shut. We're not even that close. I've only known Dwight... 12 years. 12 years. Time is a son of a bitch.
27785,Jim, I'm sure... I'm sure she's in a better place.
27786,Dwight,I really hope so. 
27787,Jim,OK.  This is crazy. You can't make a dirt ball.
27788,Dwight,I miss her so much.
27789,Dwight, Get in the sidecar. Get in the sidecar.
27790,Dwight, What are you doing here?
27791,Oscar,You invited me. You threw the red dirt in my face.
27792,Oscar,You have a brother?
27793,Pam,"Todd, you're just saying insults in the form of an apology."
27794,Pam,I think it's called 'Nibbles'.
27795,Pam,"Hey, hey, guys. Wait. Before we accept these cupcakes, I think we need to have a conversation privately in the conference room. Don't eat the cupcake."
27796,Dwight,Doesn't matter. It's a cemetery.
27797,Dwight,"Well, the only thing we're planting here is dead bodies."
27798,Dwight,"Well, thank god they're not because we don't want to make zombies."
27799,Dwight,You had black hair and then gray hair.
27800,Oscar,They're a descriptive people.
27801,Dwight,"You were late. So, what am I supposed to do?"
27802,Oscar,Dwight has a sister?
27803,Dwight," Hello, little man. Haven't seen you in a few years.  What is this? Oh, god.  Henry."
27804,Dwight,I see Esther's back in town.
27805,Dwight,Hi Esther. Nice of you to come today.
27806,Dwight,"Well, if you can snap two chicken necks with a single motion, why use two motions to slaughter those chickens."
27807,Dwight,"So, let's get it going."
27808,Dwight,"We Schrutes don't need some Harvard doctor to tell us who's alive and who's dead. But, there was an unlucky streak of burying some heavy sleepers. And, when grave robbers discovered some scratch marks on the inside of some of the coffins, we decided to make sure that our dead were completely dead. Out of kindness."
