,speaker,line
16426,Dwight,"Garbage magnet.  Garbage magnet, God! Magnets are interesting enough, you don't need to tart them up with some design.  I can't believe this doesn't make you mad!"
16427,Michael, What the hell are they talking about?
16428,Dwight,"Hmm, Kevin and Gabe. Probably about the extremes of the human physique."
16429,Michael,"Do you think that Kevin is going over my head? I don't- Oh my GOD. Okay. All right. All right. You know what? That's inappropriate, Kevin. I am your boss, and if you have something to say, it goes through me, and then I take it to Gabe. Chain of command. Do you understand?"
16430,Michael,What did you just thought?
16431,Michael,"Well, don't let it happen again."
16432,Jim,That is crazy. We would never care if Andy or Kevin went to your party.
16433,Pam,"Oh, my gosh! People keep blowing it out of proportion! It's not even a history."
16434,Jim,It's not like you guys had some long relationship right? Big painful breakup I don't know about?
16435,Pam,"No, we um, we had plans for a third, but then I don't know, you never called me back, so..."
16436,Jim,Oooh! You can't handle the truth! 
16437,Pam,"Yeah?  It was though, that's what happened."
16438,Michael,"Okay, this whole going over my head-gate? Is making people act weird. The chain of command is crumbling. Do you know what just happened? I just made Kevin cry. And Gabe looks like Lady Gaga. That's not Halloween. Halloween should be a day in which we honor monsters and not be mad at each other."
16439,Michael,You went over my head. And then you lied to my face. So my head and my face have taken a beating.
16440,Michael,"Okay, that might help. If you said ""I'm sorry"" in front of everybody."
16441,Michael,In front of me.
16442,Andy,"Sookehhh.  Bill Compton, from True Blood."
16443,Pam,"Okay, everybody! After you walk the runway everyone has to vote for who gets the coupon book. And you can't vote for yourself."
16444,Michael,"Yeah, I gotta get in on this.  Hey, it's cool, man, I work in the warehouse! I'm cool! I'm hip and I'm jive! And I don't care about nobody! Do you know who I am? Happy Halloween, jerk!"
16445,Michael,Still don't know who I am? I'll give you a hint. I go over other people's heads.
16446,Pam,"Michael, this is a bad idea."
16447,Michael,What's a bad idea?
16448,Pam,"Dressing up as somebody-I mean, when has that ever worked for you?"
16449,Michael,"NEVER!  Okay, you know what? Fine. I'm not Darryl. And thank God I'm not Darryl."
16450,Pam,Angela as the nurse!
16451,Michael,"Hey, can I play? Why don't you ask if Darryl is a bad friend who backstabs people in the back?"
16452,Jim,We have one question to ask the spirit world and you want us to ask that?
16453,Michael,Aaah! Darryl moved it. You moved it.
16454,Michael,"Dwight, you saw Darryl move it, right?"
16455,Dwight,Let's just say I saw exactly what the two of you wanted me to see.
16456,Dwight,"I know how to sit on a fence. Hell, I can even sleep on a fence. The trick is to do it face down with the post in your mouth."
16457,Michael,If you had one word you would use to describe Darryl what would that word be?
16458,Jim,"When you work hard, you play hard around here. Even if you don't work hard. Oh, here's something. Uh, why didn't you ever call Pam back?"
16459,Jim,"Yeah. I mean, I'm not saying that everyone has to fall in love, or anything, I'm just saying... but you know, to not even call her back is..."
16460,Jim,Could be. But you also called her the second time so you had the number right.
16461,Pam,I'd remember talking about Jim. That wasn't it.
16462,Jim,Just tell her the real reason.
16463,Jim,Hey. She had a nice time. It seems rude.
16464,Pam,"I did. And it's just one of those things that's going to keep gnawing at me, like ""gnaw, gnaw, why? Why didn't he? I have no idea why."""
16465,Pam,"Thank you! Thank you. I got it. Now I know. You thought I was a little dorky. You know?  Okay. Well, excuuuuse me."
16466,Michael,"If they're good ideas, I'm not gonna say no!"
16467,Michael,"That was-okay, you make one mistake in fifteen years and you drag me over the coals, after everything I did for you?"
16468,Michael,"Stop it! Stop, stop. We're thinking. We're thinking about it."
16469,Michael,"You don't have to point to the fact that we're thinking about it. Stop it! Just let us think. Okay, next time you have a really great idea, we will put it in a hat, and then we will have Erin pick it out of the hat and let her decide."
16470,Michael,I am not budging on the hat issue.
16471,Michael,Okay. We both reserve the right to go to Jo if we disagree with Gabe.
16472,Michael,"Unless you and I decide we want to talk to Jo, then we'll give her a call."
16473,Michael,Sorry I was a jerk.
16474,Michael,Friends fight. Friends fight.
16475,Andy,"When I was a freshman in college, I worked at the student newspaper, the Cornell Daily Sun? This was at Cornell. I had to write an op-ed column every day. Bernard's Regards."
16476,Andy,"I started to ask myself, ""Do I have big plans here?"" I didn't want to become editor of that paper, so I got up and walked right out of Walter Bernard hall, and that's actually when I heard eight male voices, singing, unencumbered by instruments. I was hooked. So is becoming CEO of this company your a capella group? Come on, we're going to Danny's bar. Public School."
16477,Jim,"To be honest, I still can't believe he didn't call her back. Who doesn't call a dork like that back?"
16478,Jim, Spinach in a can. Power eat spinach. 
16479,Pam,"Okay, everyone, I've tallied the votes, and the winner... of the costume celebration spectacular... and the Scranton Wilkes-Barre coupon book... Oscar Martinez."
16480,Pam,"I know a lot of us have been feeling under the weather lately. It's that time of year. And according to a study done by the University of Arizona, they've discovered that your keyboards have hundreds of times more bacteria, per square inch, than a toilet seat."
16481,Michael,"That's true, that's true. I dated her momma, and you know what-"
16482,Michael," Um... kay. Uh, alright."
16483,Pam,One of the simplest ways to cut down on the spread of germs is to use something called the vampire cough.
16484,Pam,"Oh, no, it's just that if a vampire had to cough, he would do it like this. "
16485,Dwight,Uh-huh. Right. And ruin their cloaks? Do you have any idea how expensive wool is in Transylvania?  'Cause of the euro.
16486,Pam,"Well, other things you can do to help cut down on the spread of disease are to wash your hands regularly. Don't come in if you're sick."
16487,Pam,"And get your flu shot. Also, I'm going to set up hand sanitizing stations around the office."
16488,Dwight,"NO, no, no. They will cost you your life."
16489,Dwight,"The worst thing you can do for your immune system is to coddle it. They need to fight their own battles. If Sabre really cared about our well-being, they would set up hand de-sanitizing stations. A simple bowl at every juncture filled with dirt, vomit, fecal matter..."
16490,Pam,I'm not - I'm not going to do that. I'm not going to do that.
16491,Dwight,Exposing yourself to germs is the best way to make yourself stronger.
16492,Jim,"So by that rationale, if I had to sneeze, I should just sneeze on you."
16493,Dwight,Yes. I would welcome it.
16494,Dwight,"The principle is sound. To avoid illness, expose yourself to germs, enabling your immune system to develop antibodies. I don't know why everyone doesn't do this. Maybe they have something against living forever."
16495,Pam,Cece's getting christened today.
16496,Pam,Everyone from work is here. We weren't planning on that.
16497,Michael,Top of the Sunday morning to you.
16498,Andy,"And a top of the day to you too, sir."
16499,Michael,"Oh, yes.  Doobie-doobie doo."
16500,Michael,"I invited everyone in the office because it's not a day for just Jim or Pam or the baby or me. It is about us all. And I thought we should all celebrate... my joy. And our, all of ours joys."
16501,Andy,"Does the Nard-dog want Nard-pups? Yeah. I want a big ol' litter of Nard-pups. All jumping around, sucking on the teet. Put 'em in a box, give 'em to my neighbors. Yeah, I want kids."
16502,Dwight, For all your paper and printer needs. For all your paper and printer needs. For all your paper and printer needs.
16503,Michael, Hey. Hey. I got an offer that you can't refuse. Scooch over.
16504,Pam,"Oh, Michael, this is just for family."
16505,Michael,But I'm the Godfather.
16506,Jim,"It is really funny, but you know that can be confusing at a christening because you are not the godfather."
16507,Michael,Are you talking to me?
16508,Michael,Scooch. Before I shoot you in the head.
16509,Pam,"Okay, Michael. Um, you know I love when you do that voice, but today, I'm so sorry. I need you to tell me that you know you're not Cece's godfather."
16510,Pam,"I'm sorry, Michael. I need you to say it. I'm so sorry."
16511,Michael, I'm not the godfather.
16512,Michael, So who is the godfather?
16513,Pam,"Our friend, Seth, and his wife there."
16514,Michael,"Okay. Old friend, like, you've known him since kindergarten?"
16515,Pam,"No, I met his wife in Mommy and Me. They're a great couple. You should meet them later."
16516,Michael,"No, I have plenty of friends, so... all right, well, you have great seats. Enjoy the show."
16517,Pam,"Okay. Thank you for coming, Michael."
16518,Michael,"I don't even know how to say this, but Cece is turning out to be a little b-i-t-c-h. And that's not true, but her parents are kind of boxing me out."
16519,Dwight,"Good morning. Dwight Schrute. Thank you all for your prayers and your remembrances. Like Justin and his disfigurement, I too have had a horrible year. They say that the middle class is disappearing, and with it, the soul of America. So, as a gift to this beautiful congregation, I would like to offer a 4% discount on all Dunder Mifflin Sabre products if you buy a printer at full price."
